Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Human gene stable ID	Human gene name	Human orthology confidence [0 low, 1 high]
ENSMPUG00000000203	ENSMPUG00000000203.1	ENSMPUT00000000204	ENSMPUT00000000204.1			
ENSMPUG00000000204	ENSMPUG00000000204.1	ENSMPUT00000000205	ENSMPUT00000000205.1	ENSG00000137818	RPLP1	1
ENSMPUG00000000205	ENSMPUG00000000205.1	ENSMPUT00000000206	ENSMPUT00000000206.1	ENSG00000137819	PAQR5	1
ENSMPUG00000000206	ENSMPUG00000000206.1	ENSMPUT00000000207	ENSMPUT00000000207.1	ENSG00000196290	NIF3L1	1
ENSMPUG00000000207	ENSMPUG00000000207.1	ENSMPUT00000000208	ENSMPUT00000000208.1			
ENSMPUG00000000208	ENSMPUG00000000208.1	ENSMPUT00000000209	ENSMPUT00000000209.1	ENSG00000115942	ORC2	1
ENSMPUG00000000209	ENSMPUG00000000209.1	ENSMPUT00000000210	ENSMPUT00000000210.1	ENSG00000138604	GLCE	1
ENSMPUG00000000210	ENSMPUG00000000210.1	ENSMPUT00000000211	ENSMPUT00000000211.1	ENSG00000255346	NOX5	1
ENSMPUG00000000211	ENSMPUG00000000211.1	ENSMPUT00000000212	ENSMPUT00000000212.1	ENSG00000139160	ETFBKMT	1
ENSMPUG00000000212	ENSMPUG00000000212.1	ENSMPUT00000000213	ENSMPUT00000000213.1	ENSG00000155744	HYCC2	1
ENSMPUG00000000213	ENSMPUG00000000213.1	ENSMPUT00000000214	ENSMPUT00000000214.1	ENSG00000151743	AMN1	1
ENSMPUG00000000214	ENSMPUG00000000214.1	ENSMPUT00000000215	ENSMPUT00000000215.1	ENSG00000258484	SPESP1	1
ENSMPUG00000000215	ENSMPUG00000000215.1	ENSMPUT00000000216	ENSMPUT00000000216.1	ENSG00000174718	RESF1	1
ENSMPUG00000000216	ENSMPUG00000000216.1	ENSMPUT00000000217	ENSMPUT00000000217.1			
ENSMPUG00000000217	ENSMPUG00000000217.1	ENSMPUT00000000218	ENSMPUT00000000218.1	ENSG00000151746	BICD1	1
ENSMPUG00000000218	ENSMPUG00000000218.1	ENSMPUT00000000219	ENSMPUT00000000219.1	ENSG00000139223	ANP32D	0
ENSMPUG00000000218	ENSMPUG00000000218.1	ENSMPUT00000000219	ENSMPUT00000000219.1	ENSG00000140350	ANP32A	1
ENSMPUG00000000219	ENSMPUG00000000219.1	ENSMPUT00000000220	ENSMPUT00000000220.1	ENSG00000139132	FGD4	1
ENSMPUG00000000220	ENSMPUG00000000220.1	ENSMPUT00000000221	ENSMPUT00000000221.1	ENSG00000103647	CORO2B	1
ENSMPUG00000000221	ENSMPUG00000000221.1	ENSMPUT00000000222	ENSMPUT00000000222.1	ENSG00000137809	ITGA11	1
ENSMPUG00000000222	ENSMPUG00000000222.1	ENSMPUT00000000223	ENSMPUT00000000223.1	ENSG00000087470	DNM1L	1
ENSMPUG00000000223	ENSMPUG00000000223.1	ENSMPUT00000000224	ENSMPUT00000000224.1	ENSG00000139131	YARS2	1
ENSMPUG00000000224	ENSMPUG00000000224.1	ENSMPUT00000000225	ENSMPUT00000000225.1	ENSG00000057294	PKP2	1
ENSMPUG00000000225	ENSMPUG00000000225.1	ENSMPUT00000000226	ENSMPUT00000000226.1	ENSG00000110975	SYT10	1
ENSMPUG00000000226	ENSMPUG00000000226.1	ENSMPUT00000000227	ENSMPUT00000000227.1			
ENSMPUG00000000227	ENSMPUG00000000227.1	ENSMPUT00000000228	ENSMPUT00000000228.1	ENSG00000139133	ALG10	1
ENSMPUG00000000227	ENSMPUG00000000227.1	ENSMPUT00000000228	ENSMPUT00000000228.1	ENSG00000175548	ALG10B	1
ENSMPUG00000000228	ENSMPUG00000000228.1	ENSMPUT00000000229	ENSMPUT00000000229.1	ENSG00000139117	CPNE8	1
ENSMPUG00000000229	ENSMPUG00000000229.1	ENSMPUT00000000230	ENSMPUT00000000230.1	ENSG00000139116	KIF21A	1
ENSMPUG00000000230	ENSMPUG00000000230.1	ENSMPUT00000000231	ENSMPUT00000000231.1	ENSG00000003402	CFLAR	1
ENSMPUG00000000231	ENSMPUG00000000231.1	ENSMPUT00000000232	ENSMPUT00000000232.1	ENSG00000003400	CASP10	1
ENSMPUG00000000232	ENSMPUG00000000232.1	ENSMPUT00000000233	ENSMPUT00000000233.1	ENSG00000173208	ABCD2	1
ENSMPUG00000000233	ENSMPUG00000000233.1	ENSMPUT00000000234	ENSMPUT00000000234.1	ENSG00000180116	REDIC1	0
ENSMPUG00000000234	ENSMPUG00000000234.1	ENSMPUT00000000235	ENSMPUT00000000235.1	ENSG00000151229	SLC2A13	1
ENSMPUG00000000235	ENSMPUG00000000235.1	ENSMPUT00000000236	ENSMPUT00000000236.1			
ENSMPUG00000000236	ENSMPUG00000000236.1	ENSMPUT00000000237	ENSMPUT00000000237.1	ENSG00000188906	LRRK2	1
ENSMPUG00000000237	ENSMPUG00000000237.1	ENSMPUT00000000238	ENSMPUT00000000238.1	ENSG00000183908	LRRC55	1
ENSMPUG00000000238	ENSMPUG00000000238.1	ENSMPUT00000000239	ENSMPUT00000000239.1	ENSG00000149115	TNKS1BP1	1
ENSMPUG00000000239	ENSMPUG00000000239.1	ENSMPUT00000000240	ENSMPUT00000000240.1	ENSG00000149136	SSRP1	1
ENSMPUG00000000240	ENSMPUG00000000240.1	ENSMPUT00000000241	ENSMPUT00000000241.1	ENSG00000064012	CASP8	1
ENSMPUG00000000241	ENSMPUG00000000241.1	ENSMPUT00000000242	ENSMPUT00000000242.1	ENSG00000205592	MUC19	0
ENSMPUG00000000242	ENSMPUG00000000242.1	ENSMPUT00000000243	ENSMPUT00000000243.1	ENSG00000109991	P2RX3	1
ENSMPUG00000000243	ENSMPUG00000000243.1	ENSMPUT00000000244	ENSMPUT00000000244.1	ENSG00000155749	FLACC1	1
ENSMPUG00000000244	ENSMPUG00000000244.1	ENSMPUT00000000245	ENSMPUT00000000245.1	ENSG00000186652	PRG2	1
ENSMPUG00000000245	ENSMPUG00000000245.1	ENSMPUT00000000246	ENSMPUT00000000246.1	ENSG00000115993	TRAK2	1
ENSMPUG00000000246	ENSMPUG00000000246.1	ENSMPUT00000000247	ENSMPUT00000000247.1	ENSG00000134802	SLC43A3	1
ENSMPUG00000000247	ENSMPUG00000000247.1	ENSMPUT00000000248	ENSMPUT00000000248.1			
ENSMPUG00000000248	ENSMPUG00000000248.1	ENSMPUT00000000249	ENSMPUT00000000249.1	ENSG00000186907	RTN4RL2	1
ENSMPUG00000000249	ENSMPUG00000000249.1	ENSMPUT00000000250	ENSMPUT00000000250.1	ENSG00000082146	STRADB	1
ENSMPUG00000000250	ENSMPUG00000000250.1	ENSMPUT00000000251	ENSMPUT00000000251.1	ENSG00000155754	C2CD6	0
ENSMPUG00000000251	ENSMPUG00000000251.1	ENSMPUT00000000252	ENSMPUT00000000252.1	ENSG00000149150	SLC43A1	1
ENSMPUG00000000252	ENSMPUG00000000252.1	ENSMPUT00000000253	ENSMPUT00000000253.1	ENSG00000155755	TMEM237	1
ENSMPUG00000000253	ENSMPUG00000000253.1	ENSMPUT00000000254	ENSMPUT00000000254.1	ENSG00000134809	TIMM10	1
ENSMPUG00000000254	ENSMPUG00000000254.1	ENSMPUT00000000255	ENSMPUT00000000255.1	ENSG00000031081	ARHGAP31	0
ENSMPUG00000000255	ENSMPUG00000000255.1	ENSMPUT00000000256	ENSMPUT00000000256.1	ENSG00000082126	MPP4	1
ENSMPUG00000000256	ENSMPUG00000000256.1	ENSMPUT00000000257	ENSMPUT00000000257.1	ENSG00000214872	SMTNL1	1
ENSMPUG00000000257	ENSMPUG00000000257.1	ENSMPUT00000000258	ENSMPUT00000000258.1	ENSG00000121578	B4GALT4	1
ENSMPUG00000000258	ENSMPUG00000000258.1	ENSMPUT00000000259	ENSMPUT00000000259.1	ENSG00000114638	UPK1B	1
ENSMPUG00000000259	ENSMPUG00000000259.1	ENSMPUT00000000260	ENSMPUT00000000260.1	ENSG00000163424	TEX55	0
ENSMPUG00000000260	ENSMPUG00000000260.1	ENSMPUT00000000261	ENSMPUT00000000261.1	ENSG00000144847	IGSF11	1
ENSMPUG00000000261	ENSMPUG00000000261.1	ENSMPUT00000000262	ENSMPUT00000000262.1			
ENSMPUG00000000262	ENSMPUG00000000262.1	ENSMPUT00000000263	ENSMPUT00000000263.1	ENSG00000005156	LIG3	0
ENSMPUG00000000262	ENSMPUG00000000262.1	ENSMPUT00000000264	ENSMPUT00000000264.1	ENSG00000005156	LIG3	0
ENSMPUG00000000263	ENSMPUG00000000263.1	ENSMPUT00000000265	ENSMPUT00000000265.1	ENSG00000156587	UBE2L6	1
ENSMPUG00000000264	ENSMPUG00000000264.1	ENSMPUT00000000266	ENSMPUT00000000266.1	ENSG00000100442	FKBP3	0
ENSMPUG00000000265	ENSMPUG00000000265.1	ENSMPUT00000000267	ENSMPUT00000000267.1	ENSG00000149131	SERPING1	1
ENSMPUG00000000266	ENSMPUG00000000266.1	ENSMPUT00000000268	ENSMPUT00000000268.1	ENSG00000169018	FEM1B	1
ENSMPUG00000000267	ENSMPUG00000000267.1	ENSMPUT00000000269	ENSMPUT00000000269.1	ENSG00000128973	CLN6	1
ENSMPUG00000000268	ENSMPUG00000000268.1	ENSMPUT00000000270	ENSMPUT00000000270.1	ENSG00000172409	CLP1	1
ENSMPUG00000000269	ENSMPUG00000000269.1	ENSMPUT00000000271	ENSMPUT00000000271.1	ENSG00000185565	LSAMP	1
ENSMPUG00000000270	ENSMPUG00000000270.1	ENSMPUT00000000272	ENSMPUT00000000272.1	ENSG00000129007	CALML4	1
ENSMPUG00000000271	ENSMPUG00000000271.1	ENSMPUT00000000273	ENSMPUT00000000273.1	ENSG00000172020	GAP43	1
ENSMPUG00000000272	ENSMPUG00000000272.1	ENSMPUT00000000274	ENSMPUT00000000274.1	ENSG00000181722	ZBTB20	1
ENSMPUG00000000273	ENSMPUG00000000273.1	ENSMPUT00000000275	ENSMPUT00000000275.1	ENSG00000156599	ZDHHC5	1
ENSMPUG00000000274	ENSMPUG00000000274.1	ENSMPUT00000000276	ENSMPUT00000000276.1	ENSG00000181847	TIGIT	1
ENSMPUG00000000275	ENSMPUG00000000275.1	ENSMPUT00000000277	ENSMPUT00000000277.1			
ENSMPUG00000000276	ENSMPUG00000000276.1	ENSMPUT00000000278	ENSMPUT00000000278.1	ENSG00000156603	MED19	1
ENSMPUG00000000277	ENSMPUG00000000277.1	ENSMPUT00000000279	ENSMPUT00000000279.1	ENSG00000151577	DRD3	1
ENSMPUG00000000278	ENSMPUG00000000278.1	ENSMPUT00000000280	ENSMPUT00000000280.1	ENSG00000213593	TMX2	1
ENSMPUG00000000279	ENSMPUG00000000279.1	ENSMPUT00000000281	ENSMPUT00000000281.1	ENSG00000151576	QTRT2	1
ENSMPUG00000000280	ENSMPUG00000000280.1	ENSMPUT00000000282	ENSMPUT00000000282.1	ENSG00000163617	CCDC191	1
ENSMPUG00000000281	ENSMPUG00000000281.1	ENSMPUT00000000283	ENSMPUT00000000283.1	ENSG00000033800	PIAS1	1
ENSMPUG00000000282	ENSMPUG00000000282.1	ENSMPUT00000000284	ENSMPUT00000000284.1	ENSG00000184307	ZDHHC23	1
ENSMPUG00000000283	ENSMPUG00000000283.1	ENSMPUT00000000285	ENSMPUT00000000285.1	ENSG00000188779	SKOR1	1
ENSMPUG00000000284	ENSMPUG00000000284.1	ENSMPUT00000000286	ENSMPUT00000000286.1	ENSG00000178075	GRAMD1C	1
ENSMPUG00000000285	ENSMPUG00000000285.1	ENSMPUT00000000287	ENSMPUT00000000287.1	ENSG00000137764	MAP2K5	1
ENSMPUG00000000286	ENSMPUG00000000286.1	ENSMPUT00000000288	ENSMPUT00000000288.1	ENSG00000114573	ATP6V1A	1
ENSMPUG00000000287	ENSMPUG00000000287.1	ENSMPUT00000000289	ENSMPUT00000000289.1	ENSG00000189227	C15orf61	1
ENSMPUG00000000288	ENSMPUG00000000288.1	ENSMPUT00000000290	ENSMPUT00000000290.1	ENSG00000121579	NAA50	1
ENSMPUG00000000289	ENSMPUG00000000289.1	ENSMPUT00000000291	ENSMPUT00000000291.1	ENSG00000103599	IQCH	1
ENSMPUG00000000290	ENSMPUG00000000290.1	ENSMPUT00000000292	ENSMPUT00000000292.1	ENSG00000176542	USF3	1
ENSMPUG00000000291	ENSMPUG00000000291.1	ENSMPUT00000000293	ENSMPUT00000000293.1	ENSG00000072858	SIDT1	1
ENSMPUG00000000292	ENSMPUG00000000292.1	ENSMPUT00000000294	ENSMPUT00000000294.1	ENSG00000103591	AAGAB	1
ENSMPUG00000000293	ENSMPUG00000000293.1	ENSMPUT00000000295	ENSMPUT00000000295.1	ENSG00000163611	SPICE1	1
ENSMPUG00000000294	ENSMPUG00000000294.1	ENSMPUT00000000296	ENSMPUT00000000296.1			
ENSMPUG00000000295	ENSMPUG00000000295.1	ENSMPUT00000000297	ENSMPUT00000000297.1	ENSG00000233436	BTBD18	1
ENSMPUG00000000296	ENSMPUG00000000296.1	ENSMPUT00000000298	ENSMPUT00000000298.1	ENSG00000198561	CTNND1	1
ENSMPUG00000000297	ENSMPUG00000000297.1	ENSMPUT00000000299	ENSMPUT00000000299.1	ENSG00000110031	LPXN	1
ENSMPUG00000000298	ENSMPUG00000000298.1	ENSMPUT00000000300	ENSMPUT00000000300.1	ENSG00000186660	ZFP91	1
ENSMPUG00000000299	ENSMPUG00000000299.1	ENSMPUT00000000301	ENSMPUT00000000301.1			
ENSMPUG00000000300	ENSMPUG00000000300.1	ENSMPUT00000000302	ENSMPUT00000000302.1	ENSG00000018236	CNTN1	1
ENSMPUG00000000301	ENSMPUG00000000301.1	ENSMPUT00000000303	ENSMPUT00000000303.1	ENSG00000144857	BOC	1
ENSMPUG00000000302	ENSMPUG00000000302.1	ENSMPUT00000000304	ENSMPUT00000000304.1			
ENSMPUG00000000303	ENSMPUG00000000303.1	ENSMPUT00000000305	ENSMPUT00000000305.1	ENSG00000163608	NEPRO	1
ENSMPUG00000000304	ENSMPUG00000000304.1	ENSMPUT00000000306	ENSMPUT00000000306.1	ENSG00000166949	SMAD3	1
ENSMPUG00000000305	ENSMPUG00000000305.1	ENSMPUT00000000307	ENSMPUT00000000307.1	ENSG00000163607	GTPBP8	1
ENSMPUG00000000306	ENSMPUG00000000306.1	ENSMPUT00000000308	ENSMPUT00000000308.1	ENSG00000206531	CD200R1L	0
ENSMPUG00000000306	ENSMPUG00000000306.1	ENSMPUT00000000308	ENSMPUT00000000308.1	ENSG00000163606	CD200R1	0
ENSMPUG00000000307	ENSMPUG00000000307.1	ENSMPUT00000000309	ENSMPUT00000000309.1	ENSG00000137834	SMAD6	1
ENSMPUG00000000308	ENSMPUG00000000308.1	ENSMPUT00000000310	ENSMPUT00000000310.1	ENSG00000206531	CD200R1L	0
ENSMPUG00000000308	ENSMPUG00000000308.1	ENSMPUT00000000310	ENSMPUT00000000310.1	ENSG00000163606	CD200R1	0
ENSMPUG00000000309	ENSMPUG00000000309.1	ENSMPUT00000000311	ENSMPUT00000000311.1			
ENSMPUG00000000310	ENSMPUG00000000310.1	ENSMPUT00000000312	ENSMPUT00000000312.1	ENSG00000242689	CNTF	1
ENSMPUG00000000311	ENSMPUG00000000311.1	ENSMPUT00000000313	ENSMPUT00000000313.1			
ENSMPUG00000000312	ENSMPUG00000000312.1	ENSMPUT00000000314	ENSMPUT00000000314.1	ENSG00000188501	LCTL	1
ENSMPUG00000000313	ENSMPUG00000000313.1	ENSMPUT00000000315	ENSMPUT00000000315.1	ENSG00000165966	PDZRN4	1
ENSMPUG00000000314	ENSMPUG00000000314.1	ENSMPUT00000000316	ENSMPUT00000000316.1	ENSG00000003393	ALS2	1
ENSMPUG00000000315	ENSMPUG00000000315.1	ENSMPUT00000000317	ENSMPUT00000000317.1	ENSG00000091986	CCDC80	1
ENSMPUG00000000316	ENSMPUG00000000316.1	ENSMPUT00000000318	ENSMPUT00000000318.1			
ENSMPUG00000000317	ENSMPUG00000000317.1	ENSMPUT00000000319	ENSMPUT00000000319.1			
ENSMPUG00000000318	ENSMPUG00000000318.1	ENSMPUT00000000320	ENSMPUT00000000320.1	ENSG00000149124	GLYAT	1
ENSMPUG00000000319	ENSMPUG00000000319.1	ENSMPUT00000000321	ENSMPUT00000000321.1	ENSG00000151233	GXYLT1	1
ENSMPUG00000000320	ENSMPUG00000000320.1	ENSMPUT00000000322	ENSMPUT00000000322.1	ENSG00000138459	SLC35A5	1
ENSMPUG00000000321	ENSMPUG00000000321.1	ENSMPUT00000000323	ENSMPUT00000000323.1	ENSG00000144848	ATG3	1
ENSMPUG00000000322	ENSMPUG00000000322.1	ENSMPUT00000000324	ENSMPUT00000000324.1	ENSG00000138395	CDK15	1
ENSMPUG00000000323	ENSMPUG00000000323.1	ENSMPUT00000000325	ENSMPUT00000000325.1	ENSG00000168288	MMADHC	1
ENSMPUG00000000324	ENSMPUG00000000324.1	ENSMPUT00000000326	ENSMPUT00000000326.1	ENSG00000015153	YAF2	1
ENSMPUG00000000325	ENSMPUG00000000325.1	ENSMPUT00000000327	ENSMPUT00000000327.1			
ENSMPUG00000000326	ENSMPUG00000000326.1	ENSMPUT00000000328	ENSMPUT00000000328.1	ENSG00000182329	KIAA2012	0
ENSMPUG00000000327	ENSMPUG00000000327.1	ENSMPUT00000000329	ENSMPUT00000000329.1	ENSG00000139168	ZCRB1	1
ENSMPUG00000000328	ENSMPUG00000000328.1	ENSMPUT00000000330	ENSMPUT00000000330.1			
ENSMPUG00000000329	ENSMPUG00000000329.1	ENSMPUT00000000331	ENSMPUT00000000331.1	ENSG00000156689	GLYATL2	1
ENSMPUG00000000330	ENSMPUG00000000330.1	ENSMPUT00000000332	ENSMPUT00000000332.1			
ENSMPUG00000000331	ENSMPUG00000000331.1	ENSMPUT00000000333	ENSMPUT00000000333.1	ENSG00000115963	RND3	1
ENSMPUG00000000332	ENSMPUG00000000332.1	ENSMPUT00000000334	ENSMPUT00000000334.1			
ENSMPUG00000000333	ENSMPUG00000000333.1	ENSMPUT00000000335	ENSMPUT00000000335.1	ENSG00000174442	ZWILCH	1
ENSMPUG00000000334	ENSMPUG00000000334.1	ENSMPUT00000000336	ENSMPUT00000000336.1			
ENSMPUG00000000335	ENSMPUG00000000335.1	ENSMPUT00000000337	ENSMPUT00000000337.1	ENSG00000116030	SUMO1	1
ENSMPUG00000000336	ENSMPUG00000000336.1	ENSMPUT00000000338	ENSMPUT00000000338.1	ENSG00000189057	FAM111B	1
ENSMPUG00000000337	ENSMPUG00000000337.1	ENSMPUT00000000339	ENSMPUT00000000339.1	ENSG00000174444	RPL4	1
ENSMPUG00000000338	ENSMPUG00000000338.1	ENSMPUT00000000340	ENSMPUT00000000340.1			
ENSMPUG00000000339	ENSMPUG00000000339.1	ENSMPUT00000000341	ENSMPUT00000000341.1	ENSG00000166801	FAM111A	1
ENSMPUG00000000340	ENSMPUG00000000340.1	ENSMPUT00000000342	ENSMPUT00000000342.1	ENSG00000134283	PPHLN1	1
ENSMPUG00000000341	ENSMPUG00000000341.1	ENSMPUT00000000343	ENSMPUT00000000343.1	ENSG00000110042	DTX4	1
ENSMPUG00000000342	ENSMPUG00000000342.1	ENSMPUT00000000344	ENSMPUT00000000344.1	ENSG00000184898	RBM43	1
ENSMPUG00000000343	ENSMPUG00000000343.1	ENSMPUT00000000345	ENSMPUT00000000345.1	ENSG00000186265	BTLA	1
ENSMPUG00000000344	ENSMPUG00000000344.1	ENSMPUT00000000346	ENSMPUT00000000346.1	ENSG00000123609	NMI	1
ENSMPUG00000000345	ENSMPUG00000000345.1	ENSMPUT00000000347	ENSMPUT00000000347.1	ENSG00000091972	CD200	1
ENSMPUG00000000346	ENSMPUG00000000346.1	ENSMPUT00000000348	ENSMPUT00000000348.1			
ENSMPUG00000000347	ENSMPUG00000000347.1	ENSMPUT00000000349	ENSMPUT00000000349.1	ENSG00000139174	PRICKLE1	1
ENSMPUG00000000348	ENSMPUG00000000348.1	ENSMPUT00000000350	ENSMPUT00000000350.1	ENSG00000172139	SLC9C1	1
ENSMPUG00000000349	ENSMPUG00000000349.1	ENSMPUT00000000351	ENSMPUT00000000351.1			
ENSMPUG00000000350	ENSMPUG00000000350.1	ENSMPUT00000000352	ENSMPUT00000000352.1			
ENSMPUG00000000351	ENSMPUG00000000351.1	ENSMPUT00000000353	ENSMPUT00000000353.1	ENSG00000055044	NOP58	1
ENSMPUG00000000352	ENSMPUG00000000352.1	ENSMPUT00000000354	ENSMPUT00000000354.1	ENSG00000173157	ADAMTS20	1
ENSMPUG00000000353	ENSMPUG00000000353.1	ENSMPUT00000000355	ENSMPUT00000000355.1	ENSG00000114529	C3orf52	1
ENSMPUG00000000353	ENSMPUG00000000353.1	ENSMPUT00000000356	ENSMPUT00000000356.1	ENSG00000114529	C3orf52	1
ENSMPUG00000000353	ENSMPUG00000000353.1	ENSMPUT00000000357	ENSMPUT00000000357.1	ENSG00000114529	C3orf52	1
ENSMPUG00000000354	ENSMPUG00000000354.1	ENSMPUT00000000358	ENSMPUT00000000358.1	ENSG00000204217	BMPR2	1
ENSMPUG00000000355	ENSMPUG00000000355.1	ENSMPUT00000000359	ENSMPUT00000000359.1	ENSG00000150361	KLHL1	1
ENSMPUG00000000356	ENSMPUG00000000356.1	ENSMPUT00000000360	ENSMPUT00000000360.1	ENSG00000174446	SNAPC5	1
ENSMPUG00000000357	ENSMPUG00000000357.1	ENSMPUT00000000361	ENSMPUT00000000361.1	ENSG00000129317	PUS7L	1
ENSMPUG00000000358	ENSMPUG00000000358.1	ENSMPUT00000000362	ENSMPUT00000000362.1	ENSG00000138439	FAM117B	1
ENSMPUG00000000359	ENSMPUG00000000359.1	ENSMPUT00000000363	ENSMPUT00000000363.1	ENSG00000211667	IGLV3-12	0
ENSMPUG00000000359	ENSMPUG00000000359.1	ENSMPUT00000000363	ENSMPUT00000000363.1	ENSG00000211662	IGLV3-21	0
ENSMPUG00000000360	ENSMPUG00000000360.1	ENSMPUT00000000364	ENSMPUT00000000364.1	ENSG00000211665	IGLV3-16	0
ENSMPUG00000000360	ENSMPUG00000000360.1	ENSMPUT00000000364	ENSMPUT00000000364.1	ENSG00000211659	IGLV3-25	0
ENSMPUG00000000360	ENSMPUG00000000360.1	ENSMPUT00000000364	ENSMPUT00000000364.1	ENSG00000211669	IGLV3-10	0
ENSMPUG00000000360	ENSMPUG00000000360.1	ENSMPUT00000000364	ENSMPUT00000000364.1	ENSG00000211658	IGLV3-27	0
ENSMPUG00000000360	ENSMPUG00000000360.1	ENSMPUT00000000364	ENSMPUT00000000364.1	ENSG00000211661	IGLV3-22	0
ENSMPUG00000000361	ENSMPUG00000000361.1	ENSMPUT00000000365	ENSMPUT00000000365.1	ENSG00000198001	IRAK4	1
ENSMPUG00000000362	ENSMPUG00000000362.1	ENSMPUT00000000366	ENSMPUT00000000366.1			
ENSMPUG00000000363	ENSMPUG00000000363.1	ENSMPUT00000000367	ENSMPUT00000000367.1	ENSG00000169032	MAP2K1	1
ENSMPUG00000000364	ENSMPUG00000000364.1	ENSMPUT00000000368	ENSMPUT00000000368.1	ENSG00000151239	TWF1	1
ENSMPUG00000000365	ENSMPUG00000000365.1	ENSMPUT00000000369	ENSMPUT00000000369.1	ENSG00000075131	TIPIN	1
ENSMPUG00000000366	ENSMPUG00000000366.1	ENSMPUT00000000370	ENSMPUT00000000370.1	ENSG00000139173	TMEM117	1
ENSMPUG00000000367	ENSMPUG00000000367.1	ENSMPUT00000000371	ENSMPUT00000000371.1	ENSG00000211638	IGLV8-61	1
ENSMPUG00000000368	ENSMPUG00000000368.1	ENSMPUT00000000372	ENSMPUT00000000372.1	ENSG00000184613	NELL2	1
ENSMPUG00000000369	ENSMPUG00000000369.1	ENSMPUT00000000373	ENSMPUT00000000373.1	ENSG00000176040	TMPRSS7	1
ENSMPUG00000000369	ENSMPUG00000000369.1	ENSMPUT00000000374	ENSMPUT00000000374.1	ENSG00000176040	TMPRSS7	1
ENSMPUG00000000370	ENSMPUG00000000370.1	ENSMPUT00000000375	ENSMPUT00000000375.1	ENSG00000123610	TNFAIP6	1
ENSMPUG00000000371	ENSMPUG00000000371.1	ENSMPUT00000000376	ENSMPUT00000000376.1	ENSG00000080345	RIF1	1
ENSMPUG00000000372	ENSMPUG00000000372.1	ENSMPUT00000000377	ENSMPUT00000000377.1	ENSG00000185610	DBX2	1
ENSMPUG00000000373	ENSMPUG00000000373.1	ENSMPUT00000000378	ENSMPUT00000000378.1			
ENSMPUG00000000374	ENSMPUG00000000374.1	ENSMPUT00000000379	ENSMPUT00000000379.1	ENSG00000177119	ANO6	1
ENSMPUG00000000375	ENSMPUG00000000375.1	ENSMPUT00000000380	ENSMPUT00000000380.1	ENSG00000163596	ICA1L	1
ENSMPUG00000000376	ENSMPUG00000000376.1	ENSMPUT00000000381	ENSMPUT00000000381.1	ENSG00000183091	NEB	1
ENSMPUG00000000377	ENSMPUG00000000377.1	ENSMPUT00000000382	ENSMPUT00000000382.1	ENSG00000135390	ATP5MC2	0
ENSMPUG00000000378	ENSMPUG00000000378.1	ENSMPUT00000000383	ENSMPUT00000000383.1	ENSG00000166938	DIS3L	1
ENSMPUG00000000379	ENSMPUG00000000379.1	ENSMPUT00000000384	ENSMPUT00000000384.1	ENSG00000138442	WDR12	1
ENSMPUG00000000380	ENSMPUG00000000380.1	ENSMPUT00000000385	ENSMPUT00000000385.1	ENSG00000189079	ARID2	1
ENSMPUG00000000381	ENSMPUG00000000381.1	ENSMPUT00000000386	ENSMPUT00000000386.1			
ENSMPUG00000000382	ENSMPUG00000000382.1	ENSMPUT00000000387	ENSMPUT00000000387.1	ENSG00000138380	CARF	1
ENSMPUG00000000383	ENSMPUG00000000383.1	ENSMPUT00000000388	ENSMPUT00000000388.1	ENSG00000157890	MEGF11	1
ENSMPUG00000000384	ENSMPUG00000000384.1	ENSMPUT00000000389	ENSMPUT00000000389.1	ENSG00000139218	SCAF11	1
ENSMPUG00000000385	ENSMPUG00000000385.1	ENSMPUT00000000390	ENSMPUT00000000390.1	ENSG00000144426	NBEAL1	1
ENSMPUG00000000386	ENSMPUG00000000386.1	ENSMPUT00000000391	ENSMPUT00000000391.1	ENSG00000111371	SLC38A1	1
ENSMPUG00000000387	ENSMPUG00000000387.1	ENSMPUT00000000392	ENSMPUT00000000392.1	ENSG00000103769	RAB11A	1
ENSMPUG00000000388	ENSMPUG00000000388.1	ENSMPUT00000000393	ENSMPUT00000000393.1	ENSG00000174485	DENND4A	1
ENSMPUG00000000389	ENSMPUG00000000389.1	ENSMPUT00000000394	ENSMPUT00000000394.1	ENSG00000134294	SLC38A2	1
ENSMPUG00000000390	ENSMPUG00000000390.1	ENSMPUT00000000395	ENSMPUT00000000395.1			
ENSMPUG00000000391	ENSMPUG00000000391.1	ENSMPUT00000000396	ENSMPUT00000000396.1	ENSG00000144834	TAGLN3	1
ENSMPUG00000000392	ENSMPUG00000000392.1	ENSMPUT00000000397	ENSMPUT00000000397.1	ENSG00000137273	FOXF2	1
ENSMPUG00000000393	ENSMPUG00000000393.1	ENSMPUT00000000398	ENSMPUT00000000398.1	ENSG00000144827	ABHD10	1
ENSMPUG00000000394	ENSMPUG00000000394.1	ENSMPUT00000000399	ENSMPUT00000000399.1	ENSG00000139209	SLC38A4	1
ENSMPUG00000000395	ENSMPUG00000000395.1	ENSMPUT00000000400	ENSMPUT00000000400.1	ENSG00000119004	CYP20A1	0
ENSMPUG00000000396	ENSMPUG00000000396.1	ENSMPUT00000000401	ENSMPUT00000000401.1	ENSG00000162980	ARL5A	1
ENSMPUG00000000397	ENSMPUG00000000397.1	ENSMPUT00000000402	ENSMPUT00000000402.1	ENSG00000119004	CYP20A1	0
